"","ID","trialno","condition","rt","self_poss_loss","other_poss_loss","diff_diff","resp_code"
"4621","8",1,"multi-motive",951,120,360,480,1
"4622","8",2,"multi-motive",901,40,380,420,1
"4623","8",3,"multi-motive",1465,220,320,540,1
"4624","8",4,"multi-motive",851,60,380,440,1
"4625","8",5,"multi-motive",2091,360,120,480,0
"4626","8",6,"multi-motive",962,60,380,440,1
"4627","8",7,"control",883,280,280,560,1
"4628","8",8,"control",2001,320,220,540,0
"4629","8",9,"control",1130,320,220,540,1
"4630","8",10,"control",2279,280,280,560,0
"4631","8",11,"control",2491,360,120,480,1
"4632","8",12,"control",706,60,380,440,1
"4634","8",14,"control",801,120,360,480,1
"4635","8",15,"control",1391,380,100,480,1
"4636","8",16,"multi-motive",1154,220,320,540,1
"4637","8",17,"multi-motive",1172,40,380,420,1
"4638","8",18,"multi-motive",1638,380,20,400,0
"4640","8",20,"multi-motive",1219,100,380,480,1
"4641","8",21,"multi-motive",1288,240,300,540,1
"4643","8",23,"control",871,20,380,400,1
"4644","8",24,"control",1576,120,360,480,1
"4645","8",25,"control",1240,180,340,520,1
"4646","8",26,"control",1779,300,240,540,0
"4647","8",27,"control",1390,360,160,520,1
"4648","8",28,"control",1763,180,340,520,1
"4649","8",29,"control",1113,20,380,400,1
"4650","8",30,"control",1165,220,320,540,1
"4651","8",31,"control",1322,40,380,420,1
"4652","8",32,"control",1298,300,240,540,1
"4653","8",33,"control",1319,220,320,540,1
"4654","8",34,"multi-motive",2396,320,220,540,1
"4656","8",36,"multi-motive",1034,180,340,520,1
"4658","8",38,"multi-motive",1390,300,240,540,1
"4659","8",39,"multi-motive",1172,380,60,440,0
"4660","8",40,"multi-motive",1120,380,100,480,0
"4661","8",41,"multi-motive",2199,180,340,520,1
"4662","8",42,"multi-motive",1282,120,360,480,1
"4663","8",43,"control",1289,380,100,480,0
"4664","8",44,"control",1859,380,20,400,0
"4665","8",45,"control",2312,160,360,520,1
"4666","8",46,"multi-motive",2243,340,180,520,0
"4667","8",47,"multi-motive",1659,380,20,400,0
"4668","8",48,"multi-motive",992,160,360,520,1
"4669","8",49,"multi-motive",724,20,380,400,1
"4670","8",50,"multi-motive",1727,360,120,480,0
"4671","8",51,"multi-motive",1469,380,60,440,0
"4672","8",52,"control",2055,60,380,440,0
"4674","8",54,"control",2140,340,180,520,0
"4675","8",55,"control",1877,340,180,520,0
"4677","8",57,"control",1005,240,300,540,1
"4679","8",59,"multi-motive",1946,380,100,480,0
"4680","8",60,"multi-motive",1474,280,280,560,1
"4681","8",61,"control",1831,360,120,480,0
"4682","8",62,"control",982,160,360,520,1
"4683","8",63,"control",1299,380,40,420,0
"4684","8",64,"control",1638,380,20,400,0
"4685","8",65,"control",1342,40,380,420,1
"4686","8",66,"control",1801,240,300,540,1
"4687","8",67,"control",1871,360,160,520,0
"4688","8",68,"control",1696,380,40,420,0
"4689","8",69,"control",945,100,380,480,1
"4690","8",70,"multi-motive",1885,380,40,420,0
"4691","8",71,"multi-motive",1486,340,180,520,0
"4692","8",72,"multi-motive",1816,100,380,480,1
"4693","8",73,"control",2534,380,60,440,0
"4694","8",74,"control",872,100,380,480,1
"4695","8",75,"control",1373,380,60,440,0
"4696","8",76,"multi-motive",2379,320,220,540,0
"4697","8",77,"multi-motive",1455,280,280,560,1
"4698","8",78,"multi-motive",1972,240,300,540,1
"4699","8",79,"multi-motive",1501,380,40,420,0
"4700","8",80,"multi-motive",2080,160,360,520,1
"4701","8",81,"multi-motive",2335,360,160,520,0
"4702","8",82,"multi-motive",1345,360,160,520,0
"4703","8",83,"multi-motive",903,20,380,400,1
"4704","8",84,"multi-motive",1268,300,240,540,0
"4705","9",1,"multi-motive",1510,120,360,480,1
"4707","9",3,"multi-motive",2604,340,180,520,0
"4708","9",4,"multi-motive",981,60,380,440,1
"4709","9",5,"multi-motive",1054,160,360,520,1
"4710","9",6,"multi-motive",2315,380,40,420,0
"4711","9",7,"multi-motive",1643,380,100,480,1
"4712","9",8,"multi-motive",2224,360,120,480,1
"4713","9",9,"multi-motive",2509,380,60,440,0
"4715","9",11,"control",1165,300,240,540,1
"4716","9",12,"control",968,240,300,540,1
"4717","9",13,"control",1378,340,180,520,1
"4718","9",14,"control",1854,20,380,400,1
"4720","9",16,"control",1888,360,120,480,0
"4721","9",17,"control",1492,100,380,480,1
"4722","9",18,"control",1110,280,280,560,1
"4723","9",19,"multi-motive",920,280,280,560,1
"4724","9",20,"multi-motive",1667,360,160,520,1
"4725","9",21,"multi-motive",1971,300,240,540,1
"4726","9",22,"control",2654,360,120,480,0
"4727","9",23,"control",2390,380,20,400,0
"4728","9",24,"control",3696,380,100,480,0
"4729","9",25,"control",969,120,360,480,1
"4730","9",26,"control",1062,280,280,560,1
"4731","9",27,"control",889,20,380,400,1
"4732","9",28,"control",984,160,360,520,1
"4733","9",29,"control",2343,380,20,400,0
"4734","9",30,"control",3027,360,160,520,1
"4735","9",31,"multi-motive",1313,280,280,560,1
"4736","9",32,"multi-motive",1294,40,380,420,1
"4737","9",33,"multi-motive",990,180,340,520,1
"4738","9",34,"control",855,180,340,520,1
"4739","9",35,"control",701,60,380,440,1
"4740","9",36,"control",2521,380,40,420,0
"4741","9",37,"control",1289,300,240,540,1
"4742","9",38,"control",829,40,380,420,1
"4743","9",39,"control",740,160,360,520,1
"4744","9",40,"multi-motive",2295,240,300,540,1
"4745","9",41,"multi-motive",1997,100,380,480,1
"4746","9",42,"multi-motive",2714,380,60,440,0
"4747","9",43,"control",3538,380,60,440,1
"4749","9",45,"control",1805,380,100,480,0
"4750","9",46,"control",2039,120,360,480,1
"4751","9",47,"control",3380,380,60,440,1
"4752","9",48,"control",1151,100,380,480,1
"4753","9",49,"multi-motive",907,20,380,400,1
"4754","9",50,"multi-motive",3078,320,220,540,1
"4755","9",51,"multi-motive",2882,380,100,480,0
"4756","9",52,"control",878,220,320,540,1
"4757","9",53,"control",817,60,380,440,1
"4758","9",54,"control",865,180,340,520,1
"4760","9",56,"control",1955,340,180,520,1
"4761","9",57,"control",2950,240,300,540,1
"4762","9",58,"multi-motive",2429,360,120,480,0
"4763","9",59,"multi-motive",804,340,180,520,1
"4764","9",60,"multi-motive",873,20,380,400,1
"4765","9",61,"multi-motive",1141,160,360,520,1
"4766","9",62,"multi-motive",876,240,300,540,1
"4767","9",63,"multi-motive",836,40,380,420,1
"4768","9",64,"multi-motive",988,120,360,480,1
"4769","9",65,"multi-motive",813,300,240,540,1
"4770","9",66,"multi-motive",981,220,320,540,1
"4772","9",68,"multi-motive",1981,380,20,400,0
"4774","9",70,"control",993,220,320,540,1
"4775","9",71,"control",1007,40,380,420,1
"4776","9",72,"control",580,320,220,540,1
"4778","9",74,"multi-motive",2217,380,40,420,0
"4779","9",75,"multi-motive",1671,320,220,540,1
"4780","9",76,"multi-motive",642,60,380,440,1
"4781","9",77,"multi-motive",864,100,380,480,1
"4782","9",78,"multi-motive",756,220,320,540,1
"4783","9",79,"multi-motive",2659,380,20,400,0
"4784","9",80,"multi-motive",974,360,160,520,1
"4785","9",81,"multi-motive",886,180,340,520,1
"4786","9",82,"control",1121,320,220,540,1
"4787","9",83,"control",2307,380,40,420,0
"4788","9",84,"control",1226,360,160,520,1
"4789","10",1,"control",1065,40,380,420,1
"4790","10",2,"control",1124,40,380,420,1
"4791","10",3,"control",1098,220,320,540,1
"4792","10",4,"control",2050,380,20,400,0
"4793","10",5,"control",1297,240,300,540,1
"4794","10",6,"control",1097,160,360,520,1
"4795","10",7,"multi-motive",1445,340,180,520,1
"4796","10",8,"multi-motive",1337,360,160,520,1
"4797","10",9,"multi-motive",2911,280,280,560,0
"4798","10",10,"control",2229,220,320,540,1
"4799","10",11,"control",2429,380,40,420,0
"4800","10",12,"control",1630,100,380,480,1
"4802","10",14,"multi-motive",1774,340,180,520,1
"4803","10",15,"multi-motive",2843,380,20,400,0
"4804","10",16,"control",1246,180,340,520,1
"4805","10",17,"control",998,300,240,540,1
"4806","10",18,"control",1720,380,100,480,1
"4807","10",19,"multi-motive",984,320,220,540,1
"4809","10",21,"multi-motive",1692,20,380,400,1
"4810","10",22,"control",2959,340,180,520,1
"4811","10",23,"control",2232,240,300,540,1
"4813","10",25,"multi-motive",1118,360,120,480,1
"4814","10",26,"multi-motive",1397,380,100,480,1
"4815","10",27,"multi-motive",1657,20,380,400,1
"4816","10",28,"control",2130,300,240,540,1
"4817","10",29,"control",988,20,380,400,1
"4818","10",30,"control",2716,380,60,440,0
"4819","10",31,"control",1068,100,380,480,1
"4820","10",32,"control",1020,380,60,440,1
"4821","10",33,"control",783,60,380,440,1
"4822","10",34,"control",3307,360,120,480,0
"4823","10",35,"control",1393,120,360,480,1
"4824","10",36,"control",2868,380,20,400,0
"4825","10",37,"multi-motive",901,120,360,480,1
"4826","10",38,"multi-motive",1786,380,60,440,1
"4827","10",39,"multi-motive",1141,40,380,420,1
"4828","10",40,"multi-motive",1409,60,380,440,1
"4829","10",41,"multi-motive",3625,380,60,440,0
"4830","10",42,"multi-motive",865,160,360,520,1
"4831","10",43,"multi-motive",918,180,340,520,1
"4832","10",44,"multi-motive",2875,360,120,480,1
"4833","10",45,"multi-motive",2762,380,100,480,1
"4834","10",46,"multi-motive",1321,220,320,540,1
"4835","10",47,"multi-motive",1084,280,280,560,1
"4836","10",48,"multi-motive",1021,120,360,480,1
"4837","10",49,"multi-motive",1801,60,380,440,1
"4838","10",50,"multi-motive",1203,320,220,540,1
"4839","10",51,"multi-motive",1156,100,380,480,1
"4840","10",52,"control",2641,180,340,520,0
"4841","10",53,"control",1514,120,360,480,1
"4842","10",54,"control",1913,360,160,520,1
"4843","10",55,"control",1617,380,40,420,1
"4844","10",56,"control",2428,360,160,520,1
"4845","10",57,"control",1411,280,280,560,1
"4846","10",58,"multi-motive",2670,360,160,520,1
"4848","10",60,"multi-motive",1517,380,40,420,1
"4849","10",61,"control",1684,360,120,480,1
"4851","10",63,"control",922,20,380,400,1
"4852","10",64,"multi-motive",2342,380,40,420,0
"4854","10",66,"multi-motive",2332,380,20,400,0
"4855","10",67,"control",2099,380,100,480,1
"4856","10",68,"control",1222,160,360,520,1
"4857","10",69,"control",1267,280,280,560,1
"4858","10",70,"multi-motive",1363,240,300,540,1
"4859","10",71,"multi-motive",993,100,380,480,1
"4860","10",72,"multi-motive",920,240,300,540,1
"4861","10",73,"multi-motive",1105,160,360,520,1
"4862","10",74,"multi-motive",1238,40,380,420,1
"4863","10",75,"multi-motive",1592,180,340,520,1
"4864","10",76,"control",1778,60,380,440,1
"4865","10",77,"control",1508,320,220,540,1
"4866","10",78,"control",1898,320,220,540,1
"4867","10",79,"control",1885,340,180,520,1
"4870","10",82,"multi-motive",783,300,240,540,1
"4871","10",83,"multi-motive",1042,300,240,540,1
"4872","10",84,"multi-motive",808,220,320,540,1
"4873","11",1,"reciprocity",2311,380,60,440,0
"4874","11",2,"reciprocity",1487,280,280,560,0
"4875","11",3,"reciprocity",1367,60,380,440,0
"4876","11",4,"reciprocity",2009,380,40,420,0
"4877","11",5,"reciprocity",1472,160,360,520,1
"4878","11",6,"reciprocity",1408,340,180,520,0
"4879","11",7,"empathy",1520,320,220,540,1
"4881","11",9,"empathy",1365,380,40,420,0
"4882","11",10,"empathy",1292,340,180,520,0
"4883","11",11,"empathy",1140,240,300,540,0
"4884","11",12,"empathy",1719,380,40,420,1
"4885","11",13,"empathy",1813,280,280,560,1
"4886","11",14,"empathy",2290,100,380,480,1
"4887","11",15,"empathy",3022,20,380,400,1
"4888","11",16,"empathy",1953,120,360,480,1
"4889","11",17,"empathy",1901,380,20,400,0
"4890","11",18,"empathy",1922,300,240,540,1
"4891","11",19,"reciprocity",1862,100,380,480,1
"4892","11",20,"reciprocity",1714,20,380,400,1
"4893","11",21,"reciprocity",1627,360,120,480,0
"4894","11",22,"empathy",1753,60,380,440,1
"4895","11",23,"empathy",1255,320,220,540,0
"4896","11",24,"empathy",2245,240,300,540,1
"4897","11",25,"reciprocity",2242,40,380,420,1
"4898","11",26,"reciprocity",1488,380,100,480,0
"4899","11",27,"reciprocity",2206,240,300,540,1
"4900","11",28,"empathy",1500,380,60,440,0
"4901","11",29,"empathy",1430,380,20,400,0
"4902","11",30,"empathy",814,360,160,520,0
"4903","11",31,"empathy",1347,220,320,540,1
"4905","11",33,"empathy",1765,160,360,520,1
"4906","11",34,"empathy",1280,380,60,440,0
"4907","11",35,"empathy",1567,380,100,480,0
"4908","11",36,"empathy",1413,300,240,540,0
"4909","11",37,"reciprocity",2394,360,120,480,0
"4911","11",39,"reciprocity",2427,120,360,480,0
"4912","11",40,"reciprocity",1983,240,300,540,1
"4913","11",41,"reciprocity",2707,160,360,520,0
"4914","11",42,"reciprocity",1795,40,380,420,1
"4915","11",43,"empathy",1160,360,120,480,0
"4916","11",44,"empathy",1307,360,160,520,0
"4917","11",45,"empathy",1658,180,340,520,1
"4918","11",46,"empathy",1974,280,280,560,0
"4920","11",48,"empathy",1235,380,100,480,0
"4921","11",49,"empathy",1524,20,380,400,1
"4922","11",50,"empathy",1949,180,340,520,0
"4923","11",51,"empathy",1330,100,380,480,1
"4924","11",52,"reciprocity",1381,320,220,540,0
"4925","11",53,"reciprocity",1473,120,360,480,1
"4926","11",54,"reciprocity",1860,320,220,540,0
"4927","11",55,"empathy",2234,40,380,420,1
"4928","11",56,"empathy",1598,60,380,440,1
"4929","11",57,"empathy",1099,40,380,420,1
"4930","11",58,"reciprocity",1517,380,60,440,0
"4931","11",59,"reciprocity",939,340,180,520,0
"4932","11",60,"reciprocity",1227,60,380,440,1
"4934","11",62,"empathy",2233,340,180,520,0
"4935","11",63,"empathy",1648,360,120,480,1
"4937","11",65,"reciprocity",1875,100,380,480,1
"4938","11",66,"reciprocity",1672,360,160,520,0
"4939","11",67,"reciprocity",1471,180,340,520,1
"4941","11",69,"reciprocity",1159,360,160,520,0
"4942","11",70,"empathy",2006,160,360,520,1
"4943","11",71,"empathy",1307,120,360,480,1
"4944","11",72,"empathy",1312,220,320,540,0
"4945","11",73,"reciprocity",2138,220,320,540,0
"4946","11",74,"reciprocity",1267,300,240,540,0
"4947","11",75,"reciprocity",1551,300,240,540,1
"4949","11",77,"reciprocity",1203,380,20,400,0
"4950","11",78,"reciprocity",1337,20,380,400,1
"4951","11",79,"reciprocity",1310,380,40,420,0
"4952","11",80,"reciprocity",2078,380,100,480,0
"4953","11",81,"reciprocity",1513,280,280,560,1
"4954","11",82,"reciprocity",1266,220,320,540,1
"4955","11",83,"reciprocity",1835,180,340,520,1
"4956","11",84,"reciprocity",1806,380,20,400,0
"5127","12",3,"reciprocity",2367,300,240,540,0
"5128","12",4,"empathy",2153,160,360,520,1
"5129","12",5,"empathy",2188,380,60,440,0
"5130","12",6,"empathy",3642,120,360,480,1
"5131","12",7,"reciprocity",2996,360,160,520,0
"5132","12",8,"reciprocity",1709,220,320,540,1
"5133","12",9,"reciprocity",2321,380,100,480,0
"5134","12",10,"reciprocity",2451,360,160,520,0
"5135","12",11,"reciprocity",2709,280,280,560,0
"5136","12",12,"reciprocity",1889,180,340,520,1
"5137","12",13,"reciprocity",3192,20,380,400,1
"5138","12",14,"reciprocity",2251,320,220,540,0
"5139","12",15,"reciprocity",1910,240,300,540,1
"5141","12",17,"reciprocity",1752,300,240,540,0
"5143","12",19,"reciprocity",1349,60,380,440,1
"5144","12",20,"reciprocity",1168,20,380,400,1
"5145","12",21,"reciprocity",3123,380,20,400,0
"5146","12",22,"reciprocity",2372,360,120,480,1
"5147","12",23,"reciprocity",3623,40,380,420,1
"5148","12",24,"reciprocity",1480,380,100,480,0
"5149","12",25,"empathy",1862,300,240,540,1
"5150","12",26,"empathy",2908,280,280,560,0
"5151","12",27,"empathy",1904,240,300,540,0
"5152","12",28,"empathy",2271,380,100,480,0
"5153","12",29,"empathy",2612,380,60,440,0
"5155","12",31,"empathy",3790,380,40,420,0
"5156","12",32,"empathy",2075,360,120,480,1
"5157","12",33,"empathy",1858,340,180,520,0
"5158","12",34,"empathy",3475,60,380,440,1
"5159","12",35,"empathy",2518,280,280,560,1
"5160","12",36,"empathy",2359,220,320,540,1
"5161","12",37,"reciprocity",1608,120,360,480,1
"5162","12",38,"reciprocity",3698,380,40,420,1
"5163","12",39,"reciprocity",3413,100,380,480,0
"5164","12",40,"reciprocity",3642,60,380,440,1
"5165","12",41,"reciprocity",1206,100,380,480,1
"5166","12",42,"reciprocity",1699,360,120,480,0
"5168","12",44,"empathy",2387,180,340,520,0
"5169","12",45,"empathy",1794,180,340,520,1
"5170","12",46,"reciprocity",2582,320,220,540,1
"5171","12",47,"reciprocity",1648,220,320,540,0
"5172","12",48,"reciprocity",3189,160,360,520,1
"5173","12",49,"empathy",2110,20,380,400,1
"5175","12",51,"empathy",2209,360,120,480,0
"5177","12",53,"empathy",1764,120,360,480,1
"5178","12",54,"empathy",1227,240,300,540,1
"5179","12",55,"empathy",1684,340,180,520,1
"5180","12",56,"empathy",1916,320,220,540,0
"5181","12",57,"empathy",1984,380,100,480,1
"5182","12",58,"empathy",2716,380,40,420,0
"5183","12",59,"empathy",2930,320,220,540,1
"5184","12",60,"empathy",2385,220,320,540,0
"5185","12",61,"empathy",2681,100,380,480,0
"5187","12",63,"empathy",1929,360,160,520,0
"5188","12",64,"empathy",2259,300,240,540,0
"5189","12",65,"empathy",2571,360,160,520,1
"5190","12",66,"empathy",2860,380,20,400,0
"5191","12",67,"empathy",1453,20,380,400,1
"5192","12",68,"empathy",2361,160,360,520,0
"5193","12",69,"empathy",1939,60,380,440,1
"5194","12",70,"reciprocity",2255,340,180,520,1
"5195","12",71,"reciprocity",2276,180,340,520,0
"5197","12",73,"empathy",2806,40,380,420,1
"5198","12",74,"empathy",1101,40,380,420,1
"5199","12",75,"empathy",1429,100,380,480,1
"5200","12",76,"reciprocity",1879,280,280,560,1
"5201","12",77,"reciprocity",2568,380,60,440,1
"5202","12",78,"reciprocity",1497,120,360,480,0
"5203","12",79,"reciprocity",2482,340,180,520,0
"5204","12",80,"reciprocity",1724,160,360,520,1
"5205","12",81,"reciprocity",1450,40,380,420,1
"5206","12",82,"reciprocity",1793,380,20,400,0
"5207","12",83,"reciprocity",1719,240,300,540,0
"5209","13",1,"empathy",1763,240,300,540,1
"5210","13",2,"empathy",1469,360,120,480,1
"5213","13",5,"empathy",1250,220,320,540,1
"5214","13",6,"empathy",1571,380,100,480,1
"5215","13",7,"reciprocity",926,160,360,520,1
"5216","13",8,"reciprocity",864,60,380,440,1
"5217","13",9,"reciprocity",1101,240,300,540,1
"5219","13",11,"reciprocity",1071,100,380,480,1
"5220","13",12,"reciprocity",1440,360,160,520,1
"5221","13",13,"reciprocity",1069,40,380,420,1
"5222","13",14,"reciprocity",1201,180,340,520,1
"5223","13",15,"reciprocity",1782,340,180,520,1
"5224","13",16,"reciprocity",1175,20,380,400,1
"5225","13",17,"reciprocity",906,360,120,480,1
"5226","13",18,"reciprocity",1312,280,280,560,1
"5227","13",19,"reciprocity",1333,120,360,480,1
"5228","13",20,"reciprocity",1106,180,340,520,1
"5229","13",21,"reciprocity",1573,380,100,480,1
"5230","13",22,"reciprocity",1165,320,220,540,1
"5231","13",23,"reciprocity",1212,340,180,520,1
"5233","13",25,"empathy",1040,280,280,560,1
"5234","13",26,"empathy",2069,300,240,540,1
"5235","13",27,"empathy",1356,360,160,520,1
"5236","13",28,"empathy",782,40,380,420,1
"5237","13",29,"empathy",1313,380,40,420,1
"5238","13",30,"empathy",972,380,60,440,1
"5239","13",31,"empathy",1272,360,120,480,1
"5240","13",32,"empathy",1233,380,100,480,1
"5241","13",33,"empathy",852,20,380,400,1
"5242","13",34,"reciprocity",922,380,60,440,1
"5243","13",35,"reciprocity",976,280,280,560,1
"5244","13",36,"reciprocity",742,40,380,420,1
