"","ID","trialno","condition","rt","self_poss_loss","other_poss_loss","diff_diff","resp_code"
"3651","0",39,"empathy",1058,380,40,420,1
"3652","0",40,"empathy",697,360,160,520,1
"3653","0",41,"empathy",654,280,280,560,1
"3654","0",42,"empathy",839,120,360,480,1
"3655","0",43,"empathy",843,240,300,540,1
"3656","0",44,"empathy",808,160,360,520,1
"3657","0",45,"empathy",690,40,380,420,1
"3658","0",46,"empathy",830,380,60,440,1
"3659","0",47,"empathy",782,100,380,480,1
"3660","0",48,"empathy",969,360,120,480,1
"3661","0",49,"empathy",823,340,180,520,1
"3662","0",50,"empathy",906,60,380,440,1
"3663","0",51,"empathy",858,100,380,480,1
"3664","0",52,"reciprocity",975,380,100,480,1
"3665","0",53,"reciprocity",841,320,220,540,1
"3666","0",54,"reciprocity",929,280,280,560,1
"3667","0",55,"reciprocity",844,20,380,400,1
"3669","0",57,"reciprocity",1070,180,340,520,1
"3670","0",58,"reciprocity",762,360,120,480,1
"3671","0",59,"reciprocity",1284,100,380,480,1
"3672","0",60,"reciprocity",801,380,60,440,1
"3673","0",61,"empathy",696,180,340,520,1
"3674","0",62,"empathy",722,280,280,560,1
"3675","0",63,"empathy",617,180,340,520,1
"3677","0",65,"reciprocity",1377,360,120,480,1
"3678","0",66,"reciprocity",988,300,240,540,1
"3679","0",67,"reciprocity",1171,380,20,400,1
"3680","0",68,"reciprocity",1771,320,220,540,1
"3681","0",69,"reciprocity",905,380,40,420,1
"3682","0",70,"reciprocity",573,240,300,540,1
"3683","0",71,"reciprocity",728,300,240,540,1
"3684","0",72,"reciprocity",651,360,160,520,1
"3685","0",73,"reciprocity",816,60,380,440,1
"3686","0",74,"reciprocity",677,220,320,540,1
"3687","0",75,"reciprocity",1056,380,20,400,1
"3689","0",77,"reciprocity",757,100,380,480,1
"3690","0",78,"reciprocity",849,220,320,540,1
"3691","0",79,"empathy",705,300,240,540,1
"3692","0",80,"empathy",836,380,100,480,1
"3693","0",81,"empathy",674,360,160,520,1
"3694","0",82,"reciprocity",739,160,360,520,1
"3695","0",83,"reciprocity",734,120,360,480,1
"3696","0",84,"reciprocity",733,380,100,480,1
"3949","1",1,"control",2089,380,40,420,1
"3950","1",2,"control",1195,380,40,420,0
"3951","1",3,"control",2642,380,60,440,1
"3952","1",4,"control",1128,380,100,480,1
"3953","1",5,"control",2345,20,380,400,0
"3954","1",6,"control",1059,160,360,520,1
"3955","1",7,"multi-motive",1290,380,60,440,1
"3956","1",8,"multi-motive",2094,380,60,440,1
"3957","1",9,"multi-motive",1134,320,220,540,1
"3958","1",10,"multi-motive",1858,380,20,400,1
"3959","1",11,"multi-motive",919,120,360,480,1
"3962","1",14,"control",1273,100,380,480,1
"3963","1",15,"control",1418,160,360,520,1
"3964","1",16,"control",1301,360,160,520,0
"3965","1",17,"control",1124,300,240,540,1
"3966","1",18,"control",1535,340,180,520,1
"3967","1",19,"control",1390,180,340,520,1
"3968","1",20,"control",1091,120,360,480,1
"3969","1",21,"control",1190,220,320,540,1
"3970","1",22,"multi-motive",1775,380,20,400,1
"3971","1",23,"multi-motive",1042,100,380,480,1
"3972","1",24,"multi-motive",1033,280,280,560,1
"3973","1",25,"control",1619,380,60,440,0
"3974","1",26,"control",1266,100,380,480,1
"3975","1",27,"control",2449,380,20,400,0
"3976","1",28,"multi-motive",1452,380,100,480,1
"3977","1",29,"multi-motive",1552,380,40,420,1
"3978","1",30,"multi-motive",1619,380,100,480,1
"3979","1",31,"control",1362,340,180,520,0
"3980","1",32,"control",1710,60,380,440,1
"3981","1",33,"control",1748,360,160,520,1
"3983","1",35,"multi-motive",1481,340,180,520,0
"3984","1",36,"multi-motive",1554,220,320,540,1
"3985","1",37,"control",947,20,380,400,1
"3986","1",38,"control",3370,280,280,560,1
"3988","1",40,"control",1722,300,240,540,1
"3989","1",41,"control",1335,360,120,480,0
"3990","1",42,"control",1568,360,120,480,0
"3991","1",43,"multi-motive",1658,320,220,540,1
"3993","1",45,"multi-motive",2035,360,120,480,1
"3994","1",46,"multi-motive",1060,160,360,520,1
"3995","1",47,"multi-motive",848,180,340,520,1
"3996","1",48,"multi-motive",1119,280,280,560,1
"3997","1",49,"control",1895,120,360,480,1
"3998","1",50,"control",1659,60,380,440,1
"3999","1",51,"control",1528,380,100,480,0
"4001","1",53,"control",1984,180,340,520,1
"4002","1",54,"control",1161,220,320,540,0
"4003","1",55,"multi-motive",2263,380,40,420,1
"4004","1",56,"multi-motive",1045,220,320,540,1
"4005","1",57,"multi-motive",1377,300,240,540,1
"4006","1",58,"multi-motive",978,60,380,440,1
"4007","1",59,"multi-motive",1452,360,160,520,1
"4008","1",60,"multi-motive",1413,180,340,520,1
"4009","1",61,"multi-motive",1226,240,300,540,1
"4010","1",62,"multi-motive",1626,120,360,480,1
"4011","1",63,"multi-motive",1299,360,160,520,0
"4012","1",64,"multi-motive",1283,20,380,400,1
"4013","1",65,"multi-motive",1294,300,240,540,1
"4014","1",66,"multi-motive",1872,60,380,440,1
"4015","1",67,"multi-motive",1704,240,300,540,1
"4016","1",68,"multi-motive",1429,340,180,520,1
"4017","1",69,"multi-motive",1200,40,380,420,1
"4018","1",70,"control",1375,240,300,540,1
"4019","1",71,"control",1839,280,280,560,1
"4020","1",72,"control",1296,240,300,540,1
"4021","1",73,"multi-motive",1275,20,380,400,1
"4023","1",75,"multi-motive",1215,40,380,420,1
"4024","1",76,"control",1299,320,220,540,1
"4025","1",77,"control",1555,320,220,540,1
"4026","1",78,"control",1865,40,380,420,1
"4027","1",79,"control",1609,380,20,400,1
"4028","1",80,"control",1224,40,380,420,1
"4030","1",82,"multi-motive",2143,100,380,480,1
"4031","1",83,"multi-motive",1641,360,120,480,1
"4032","1",84,"multi-motive",1284,160,360,520,1
"4117","2",1,"control",1209,380,40,420,0
"4118","2",2,"control",1718,180,340,520,1
"4119","2",3,"control",1297,100,380,480,1
"4121","2",5,"multi-motive",2349,20,380,400,1
"4122","2",6,"multi-motive",1803,60,380,440,0
"4123","2",7,"multi-motive",1548,340,180,520,0
"4124","2",8,"multi-motive",1662,380,40,420,0
"4125","2",9,"multi-motive",945,100,380,480,1
"4126","2",10,"control",1460,280,280,560,1
"4127","2",11,"control",1158,380,100,480,0
"4128","2",12,"control",1353,380,20,400,0
"4129","2",13,"control",1281,380,40,420,0
"4130","2",14,"control",1904,360,160,520,0
"4132","2",16,"control",2353,380,100,480,0
"4133","2",17,"control",1706,360,120,480,0
"4134","2",18,"control",1361,60,380,440,1
"4135","2",19,"control",1408,60,380,440,1
"4136","2",20,"control",1514,380,60,440,0
"4137","2",21,"control",1924,300,240,540,1
"4139","2",23,"multi-motive",2270,300,240,540,0
"4140","2",24,"multi-motive",1604,220,320,540,0
"4141","2",25,"multi-motive",1376,40,380,420,1
"4142","2",26,"multi-motive",2981,320,220,540,0
"4143","2",27,"multi-motive",2068,240,300,540,0
"4144","2",28,"control",2169,120,360,480,1
"4145","2",29,"control",1140,300,240,540,0
"4146","2",30,"control",1763,20,380,400,1
"4147","2",31,"multi-motive",1533,280,280,560,1
"4148","2",32,"multi-motive",3375,380,100,480,0
"4149","2",33,"multi-motive",1433,220,320,540,1
"4150","2",34,"multi-motive",1781,160,360,520,0
"4151","2",35,"multi-motive",1968,180,340,520,1
"4153","2",37,"multi-motive",1717,380,60,440,0
"4154","2",38,"multi-motive",2047,280,280,560,0
"4155","2",39,"multi-motive",2191,380,20,400,0
"4156","2",40,"multi-motive",1496,20,380,400,1
"4158","2",42,"multi-motive",1250,360,120,480,0
"4159","2",43,"control",2161,20,380,400,1
"4160","2",44,"control",1464,380,20,400,0
"4161","2",45,"control",1718,160,360,520,1
"4162","2",46,"control",2861,180,340,520,0
"4163","2",47,"control",1225,240,300,540,1
"4164","2",48,"control",1465,320,220,540,0
"4165","2",49,"multi-motive",1384,380,60,440,0
"4166","2",50,"multi-motive",1557,160,360,520,1
"4167","2",51,"multi-motive",1104,360,160,520,0
"4168","2",52,"control",2163,240,300,540,0
"4169","2",53,"control",1761,120,360,480,1
"4170","2",54,"control",2203,360,120,480,1
"4171","2",55,"multi-motive",2085,380,40,420,0
"4172","2",56,"multi-motive",813,60,380,440,1
"4173","2",57,"multi-motive",1391,300,240,540,1
"4174","2",58,"control",2267,160,360,520,0
"4175","2",59,"control",2876,380,60,440,0
"4177","2",61,"multi-motive",1626,120,360,480,1
"4178","2",62,"multi-motive",2408,100,380,480,1
"4180","2",64,"multi-motive",1613,120,360,480,0
"4181","2",65,"multi-motive",1907,320,220,540,0
"4182","2",66,"multi-motive",1217,340,180,520,0
"4183","2",67,"control",1832,40,380,420,1
"4184","2",68,"control",1299,360,160,520,0
"4186","2",70,"control",2427,100,380,480,1
"4187","2",71,"control",1003,340,180,520,0
"4188","2",72,"control",2287,220,320,540,1
"4189","2",73,"control",2188,340,180,520,0
"4190","2",74,"control",1366,320,220,540,1
"4191","2",75,"control",2863,40,380,420,1
"4192","2",76,"multi-motive",1576,180,340,520,0
"4193","2",77,"multi-motive",2462,380,20,400,0
"4194","2",78,"multi-motive",1696,360,160,520,1
"4195","2",79,"multi-motive",2617,360,120,480,0
"4196","2",80,"multi-motive",1921,40,380,420,1
"4197","2",81,"multi-motive",1779,380,100,480,0
"4198","2",82,"control",2306,280,280,560,1
"4200","2",84,"control",2538,220,320,540,0
"4201","3",1,"empathy",2108,100,380,480,1
"4202","3",2,"empathy",2246,340,180,520,1
"4203","3",3,"empathy",1911,320,220,540,0
"4204","3",4,"empathy",2740,280,280,560,0
"4205","3",5,"empathy",1269,380,40,420,0
"4207","3",7,"reciprocity",2331,380,100,480,0
"4208","3",8,"reciprocity",1480,300,240,540,1
"4209","3",9,"reciprocity",1967,280,280,560,1
"4210","3",10,"empathy",1367,380,100,480,0
"4211","3",11,"empathy",2551,340,180,520,1
"4212","3",12,"empathy",1451,380,40,420,0
"4213","3",13,"reciprocity",1228,100,380,480,1
"4214","3",14,"reciprocity",1041,220,320,540,1
"4216","3",16,"reciprocity",1346,320,220,540,0
"4217","3",17,"reciprocity",1362,380,20,400,0
"4218","3",18,"reciprocity",1273,40,380,420,1
"4219","3",19,"reciprocity",1324,100,380,480,1
"4220","3",20,"reciprocity",2001,280,280,560,1
"4221","3",21,"reciprocity",1071,160,360,520,1
"4222","3",22,"empathy",1418,20,380,400,1
"4223","3",23,"empathy",1146,220,320,540,1
"4224","3",24,"empathy",1737,380,100,480,0
"4225","3",25,"reciprocity",2049,240,300,540,1
"4226","3",26,"reciprocity",2098,180,340,520,1
"4227","3",27,"reciprocity",1032,180,340,520,1
"4228","3",28,"reciprocity",1210,380,60,440,0
"4229","3",29,"reciprocity",1060,120,360,480,1
"4230","3",30,"reciprocity",2363,380,40,420,0
"4231","3",31,"empathy",1973,120,360,480,1
"4232","3",32,"empathy",2961,360,120,480,0
"4233","3",33,"empathy",1414,60,380,440,1
"4234","3",34,"empathy",1675,380,60,440,0
"4235","3",35,"empathy",1804,300,240,540,1
"4236","3",36,"empathy",1163,40,380,420,1
"4237","3",37,"empathy",1287,180,340,520,1
"4238","3",38,"empathy",1582,60,380,440,0
"4240","3",40,"reciprocity",2069,380,60,440,0
"4241","3",41,"reciprocity",1148,60,380,440,1
"4243","3",43,"reciprocity",2507,120,360,480,1
"4244","3",44,"reciprocity",3203,380,20,400,0
"4245","3",45,"reciprocity",974,20,380,400,1
"4246","3",46,"empathy",2616,240,300,540,1
"4247","3",47,"empathy",2565,360,160,520,0
"4248","3",48,"empathy",2217,320,220,540,1
"4249","3",49,"reciprocity",1871,340,180,520,1
"4250","3",50,"reciprocity",1516,240,300,540,1
"4251","3",51,"reciprocity",1681,360,120,480,1
"4252","3",52,"reciprocity",1348,40,380,420,1
"4253","3",53,"reciprocity",2697,220,320,540,1
"4254","3",54,"reciprocity",1758,300,240,540,0
"4255","3",55,"empathy",1649,160,360,520,1
"4256","3",56,"empathy",1041,180,340,520,1
"4257","3",57,"empathy",1005,240,300,540,1
"4258","3",58,"empathy",1061,160,360,520,1
"4260","3",60,"empathy",799,20,380,400,1
"4261","3",61,"empathy",1805,380,20,400,0
"4262","3",62,"empathy",1663,120,360,480,1
"4263","3",63,"empathy",2473,40,380,420,1
"4264","3",64,"reciprocity",1298,380,40,420,0
"4265","3",65,"reciprocity",2792,380,100,480,0
"4267","3",67,"reciprocity",1173,160,360,520,1
"4268","3",68,"reciprocity",1829,20,380,400,1
"4269","3",69,"reciprocity",2281,360,120,480,0
"4270","3",70,"reciprocity",1612,360,160,520,1
"4272","3",72,"reciprocity",965,60,380,440,1
"4273","3",73,"empathy",1303,100,380,480,1
"4274","3",74,"empathy",1988,360,160,520,1
"4275","3",75,"empathy",2167,300,240,540,0
"4276","3",76,"reciprocity",1714,360,160,520,1
"4277","3",77,"reciprocity",2508,340,180,520,0
"4278","3",78,"reciprocity",2158,320,220,540,1
"4279","3",79,"empathy",1519,280,280,560,0
"4280","3",80,"empathy",1956,380,20,400,0
"4281","3",81,"empathy",1344,380,60,440,0
"4282","3",82,"empathy",1250,360,120,480,0
"4283","3",83,"empathy",1573,220,320,540,0
"4285","4",1,"reciprocity",1062,300,240,540,1
"4286","4",2,"reciprocity",917,360,160,520,1
"4287","4",3,"reciprocity",1465,220,320,540,1
"4288","4",4,"empathy",1574,380,100,480,1
"4289","4",5,"empathy",854,220,320,540,1
"4290","4",6,"empathy",731,280,280,560,1
"4291","4",7,"empathy",1052,300,240,540,1
"4292","4",8,"empathy",969,40,380,420,1
"4295","4",11,"empathy",1875,380,40,420,1
"4296","4",12,"empathy",2717,20,380,400,1
"4297","4",13,"empathy",1215,240,300,540,1
"4298","4",14,"empathy",883,380,40,420,1
"4299","4",15,"empathy",906,180,340,520,1
"4300","4",16,"reciprocity",964,280,280,560,1
"4302","4",18,"reciprocity",858,20,380,400,1
"4304","4",20,"empathy",1066,380,100,480,1
"4305","4",21,"empathy",874,360,120,480,1
"4306","4",22,"reciprocity",2014,320,220,540,1
"4307","4",23,"reciprocity",882,380,100,480,1
"4308","4",24,"reciprocity",1600,280,280,560,1
"4309","4",25,"reciprocity",1413,380,100,480,1
"4310","4",26,"reciprocity",808,180,340,520,1
"4311","4",27,"reciprocity",1096,360,160,520,1
"4312","4",28,"reciprocity",786,240,300,540,1
"4313","4",29,"reciprocity",1094,240,300,540,1
"4314","4",30,"reciprocity",876,120,360,480,1
"4315","4",31,"reciprocity",867,320,220,540,1
"4316","4",32,"reciprocity",1603,360,120,480,1
"4317","4",33,"reciprocity",972,300,240,540,1
"4318","4",34,"reciprocity",987,160,360,520,1
"4319","4",35,"reciprocity",1751,380,40,420,1
"4320","4",36,"reciprocity",2351,380,40,420,1
"4321","4",37,"reciprocity",806,60,380,440,1
"4322","4",38,"reciprocity",1278,40,380,420,1
"4323","4",39,"reciprocity",1252,340,180,520,1
"4324","4",40,"reciprocity",868,360,120,480,1
"4326","4",42,"reciprocity",1317,380,60,440,1
"4328","4",44,"reciprocity",764,40,380,420,1
"4329","4",45,"reciprocity",2395,380,60,440,0
"4330","4",46,"empathy",2746,380,60,440,1
"4331","4",47,"empathy",836,320,220,540,1
"4332","4",48,"empathy",1682,360,160,520,1
"4333","4",49,"empathy",913,340,180,520,1
"4335","4",51,"empathy",1176,60,380,440,1
"4336","4",52,"reciprocity",2401,380,20,400,1
"4337","4",53,"reciprocity",956,380,20,400,1
"4338","4",54,"reciprocity",1548,180,340,520,1
"4339","4",55,"empathy",954,380,60,440,1
"4340","4",56,"empathy",769,240,300,540,1
"4341","4",57,"empathy",768,100,380,480,1
"4342","4",58,"empathy",1149,120,360,480,1
"4343","4",59,"empathy",900,220,320,540,1
"4344","4",60,"empathy",1012,360,120,480,1
"4345","4",61,"empathy",712,180,340,520,1
"4346","4",62,"empathy",1573,280,280,560,1
"4347","4",63,"empathy",676,40,380,420,1
"4348","4",64,"reciprocity",697,100,380,480,1
"4349","4",65,"reciprocity",800,100,380,480,1
"4350","4",66,"reciprocity",779,60,380,440,1
"4351","4",67,"empathy",660,120,360,480,1
"4352","4",68,"empathy",527,20,380,400,1
"4353","4",69,"empathy",1042,100,380,480,1
"4354","4",70,"reciprocity",767,220,320,540,1
"4355","4",71,"reciprocity",717,120,360,480,1
"4356","4",72,"reciprocity",735,160,360,520,1
"4357","4",73,"reciprocity",644,20,380,400,1
"4358","4",74,"reciprocity",736,340,180,520,1
"4360","4",76,"empathy",641,60,380,440,1
"4361","4",77,"empathy",988,360,160,520,1
"4363","4",79,"empathy",783,160,360,520,1
"4364","4",80,"empathy",2181,380,20,400,1
"4365","4",81,"empathy",876,340,180,520,1
"4366","4",82,"empathy",736,380,20,400,1
"4367","4",83,"empathy",706,300,240,540,1
"4368","4",84,"empathy",905,160,360,520,1
"4369","5",1,"reciprocity",1054,100,380,480,1
"4371","5",3,"reciprocity",951,40,380,420,1
"4372","5",4,"empathy",1306,180,340,520,1
"4374","5",6,"empathy",1309,220,320,540,1
"4376","5",8,"empathy",2107,380,20,400,0
"4377","5",9,"empathy",1824,360,160,520,1
"4378","5",10,"empathy",1352,380,100,480,1
"4379","5",11,"empathy",1774,380,40,420,0
"4380","5",12,"empathy",1792,320,220,540,1
"4381","5",13,"empathy",1804,360,160,520,1
"4382","5",14,"empathy",2235,380,40,420,0
"4383","5",15,"empathy",1159,60,380,440,1
"4384","5",16,"empathy",1046,180,340,520,1
"4385","5",17,"empathy",925,300,240,540,1
"4386","5",18,"empathy",787,220,320,540,1
"4388","5",20,"empathy",2404,380,100,480,1
"4389","5",21,"empathy",1601,280,280,560,1
"4390","5",22,"empathy",1948,380,20,400,0
"4392","5",24,"empathy",1151,340,180,520,1
"4393","5",25,"reciprocity",863,180,340,520,1
"4394","5",26,"reciprocity",1215,120,360,480,1
"4395","5",27,"reciprocity",789,280,280,560,1
"4396","5",28,"empathy",873,320,220,540,1
"4397","5",29,"empathy",873,160,360,520,1
"4398","5",30,"empathy",718,40,380,420,1
"4399","5",31,"reciprocity",1185,340,180,520,1
"4400","5",32,"reciprocity",1097,360,120,480,1
"4401","5",33,"reciprocity",1654,380,20,400,0
"4402","5",34,"empathy",882,20,380,400,1
"4403","5",35,"empathy",1117,280,280,560,1
"4404","5",36,"empathy",1061,40,380,420,1
"4405","5",37,"empathy",673,60,380,440,1
"4406","5",38,"empathy",950,20,380,400,1
"4407","5",39,"empathy",778,100,380,480,1
"4409","5",41,"reciprocity",770,120,360,480,1
"4410","5",42,"reciprocity",1228,60,380,440,1
"4411","5",43,"reciprocity",1869,380,100,480,1
"4413","5",45,"reciprocity",1137,280,280,560,1
"4414","5",46,"reciprocity",2081,380,40,420,0
"4415","5",47,"reciprocity",935,220,320,540,1
"4416","5",48,"reciprocity",1283,360,160,520,1
"4417","5",49,"reciprocity",733,20,380,400,1
"4418","5",50,"reciprocity",3467,380,60,440,0
"4419","5",51,"reciprocity",1041,220,320,540,1
"4421","5",53,"reciprocity",928,300,240,540,1
"4422","5",54,"reciprocity",812,160,360,520,1
"4423","5",55,"empathy",2125,380,60,440,0
"4424","5",56,"empathy",1488,360,120,480,1
"4425","5",57,"empathy",854,120,360,480,1
"4426","5",58,"reciprocity",913,40,380,420,1
"4427","5",59,"reciprocity",1744,380,100,480,1
"4428","5",60,"reciprocity",894,240,300,540,1
"4429","5",61,"empathy",882,160,360,520,1
"4430","5",62,"empathy",1087,340,180,520,1
"4431","5",63,"empathy",2313,380,60,440,0
"4432","5",64,"reciprocity",1064,320,220,540,1
"4433","5",65,"reciprocity",1377,240,300,540,1
"4434","5",66,"reciprocity",774,160,360,520,1
"4435","5",67,"empathy",879,300,240,540,1
"4436","5",68,"empathy",2085,360,120,480,1
"4437","5",69,"empathy",811,120,360,480,1
"4438","5",70,"empathy",824,100,380,480,1
"4439","5",71,"empathy",850,240,300,540,1
"4440","5",72,"empathy",1276,240,300,540,1
"4441","5",73,"reciprocity",1746,380,60,440,0
"4442","5",74,"reciprocity",1761,360,120,480,1
"4443","5",75,"reciprocity",1712,380,20,400,0
"4444","5",76,"reciprocity",1821,360,160,520,1
"4445","5",77,"reciprocity",826,60,380,440,1
"4446","5",78,"reciprocity",1647,320,220,540,1
"4447","5",79,"reciprocity",1419,20,380,400,1
"4448","5",80,"reciprocity",1186,340,180,520,1
"4449","5",81,"reciprocity",765,100,380,480,1
"4450","5",82,"reciprocity",2117,380,40,420,0
"4451","5",83,"reciprocity",1133,180,340,520,1
"4452","5",84,"reciprocity",1072,300,240,540,1
"4453","6",1,"empathy",2114,380,20,400,1
"4454","6",2,"empathy",1312,40,380,420,1
"4455","6",3,"empathy",1475,20,380,400,1
"4457","6",5,"empathy",1637,380,100,480,0
"4458","6",6,"empathy",1391,240,300,540,1
"4460","6",8,"empathy",2560,340,180,520,0
"4461","6",9,"empathy",1847,300,240,540,1
"4462","6",10,"empathy",1852,120,360,480,1
"4463","6",11,"empathy",1428,60,380,440,1
"4464","6",12,"empathy",1676,100,380,480,1
"4465","6",13,"empathy",1564,300,240,540,1
"4466","6",14,"empathy",2039,380,20,400,0
"4467","6",15,"empathy",2057,380,100,480,0
"4468","6",16,"reciprocity",1177,60,380,440,1
"4469","6",17,"reciprocity",1849,380,40,420,0
"4470","6",18,"reciprocity",2367,380,20,400,0
"4471","6",19,"reciprocity",1607,280,280,560,1
"4472","6",20,"reciprocity",2058,360,120,480,0
"4473","6",21,"reciprocity",1535,40,380,420,1
"4475","6",23,"reciprocity",1833,160,360,520,1
"4478","6",26,"reciprocity",2188,380,100,480,0
"4479","6",27,"reciprocity",1395,120,360,480,1
"4480","6",28,"empathy",1964,360,120,480,0
"4481","6",29,"empathy",1475,100,380,480,1
"4482","6",30,"empathy",1690,160,360,520,1
"4483","6",31,"reciprocity",1899,380,20,400,0
"4484","6",32,"reciprocity",1868,360,160,520,0
"4486","6",34,"reciprocity",1365,300,240,540,1
"4487","6",35,"reciprocity",1573,320,220,540,1
"4488","6",36,"reciprocity",2545,300,240,540,1
"4489","6",37,"empathy",1253,60,380,440,1
"4490","6",38,"empathy",1043,20,380,400,1
"4491","6",39,"empathy",2548,360,120,480,0
"4492","6",40,"empathy",1372,320,220,540,1
"4493","6",41,"empathy",2405,380,40,420,0
"4495","6",43,"reciprocity",1100,20,380,400,1
"4496","6",44,"reciprocity",1884,340,180,520,0
"4497","6",45,"reciprocity",1465,100,380,480,1
"4498","6",46,"reciprocity",1440,240,300,540,1
"4499","6",47,"reciprocity",1619,20,380,400,1
"4500","6",48,"reciprocity",1349,100,380,480,1
"4501","6",49,"reciprocity",1953,380,100,480,0
"4502","6",50,"reciprocity",1839,380,60,440,0
"4503","6",51,"reciprocity",1737,360,160,520,1
"4504","6",52,"empathy",2800,360,160,520,0
"4505","6",53,"empathy",923,180,340,520,1
"4506","6",54,"empathy",2186,380,60,440,1
"4507","6",55,"reciprocity",1405,220,320,540,1
"4508","6",56,"reciprocity",1121,180,340,520,1
"4509","6",57,"reciprocity",1545,240,300,540,1
"4510","6",58,"reciprocity",888,160,360,520,1
"4511","6",59,"reciprocity",1103,180,340,520,1
"4512","6",60,"reciprocity",2170,360,120,480,1
"4513","6",61,"empathy",1418,40,380,420,1
"4514","6",62,"empathy",1588,280,280,560,1
"4515","6",63,"empathy",937,220,320,540,1
"4516","6",64,"reciprocity",1072,220,320,540,1
"4517","6",65,"reciprocity",1268,120,360,480,1
"4518","6",66,"reciprocity",1315,60,380,440,1
"4519","6",67,"reciprocity",2000,320,220,540,0
"4520","6",68,"reciprocity",2518,380,60,440,0
"4521","6",69,"reciprocity",1783,380,40,420,0
"4522","6",70,"empathy",1121,160,360,520,1
"4523","6",71,"empathy",1716,380,40,420,0
"4525","6",73,"empathy",963,180,340,520,1
"4526","6",74,"empathy",869,280,280,560,1
"4527","6",75,"empathy",2637,340,180,520,0
"4528","6",76,"empathy",1359,120,360,480,1
"4529","6",77,"empathy",2080,320,220,540,0
"4530","6",78,"empathy",1397,240,300,540,1
"4531","6",79,"empathy",2349,360,160,520,1
"4532","6",80,"empathy",1924,220,320,540,1
"4533","6",81,"empathy",2461,380,60,440,0
"4534","6",82,"reciprocity",1006,40,380,420,1
"4535","6",83,"reciprocity",1666,280,280,560,1
"4536","6",84,"reciprocity",1296,340,180,520,1
"4537","7",1,"control",1219,380,60,440,0
"4538","7",2,"control",1511,60,380,440,1
"4539","7",3,"control",1751,380,40,420,0
"4540","7",4,"control",1469,380,20,400,0
"4542","7",6,"control",1613,380,20,400,0
"4543","7",7,"multi-motive",2044,360,120,480,1
"4544","7",8,"multi-motive",1787,120,360,480,1
"4545","7",9,"multi-motive",1859,20,380,400,1
"4547","7",11,"multi-motive",1896,280,280,560,1
"4548","7",12,"multi-motive",2028,380,40,420,0
"4549","7",13,"multi-motive",2975,280,280,560,1
"4550","7",14,"multi-motive",2304,360,160,520,0
"4551","7",15,"multi-motive",2416,380,40,420,0
"4552","7",16,"multi-motive",2125,240,300,540,1
"4553","7",17,"multi-motive",2270,360,120,480,0
"4554","7",18,"multi-motive",2160,100,380,480,1
"4555","7",19,"control",2263,320,220,540,0
"4556","7",20,"control",3108,160,360,520,1
"4558","7",22,"control",2555,280,280,560,0
"4559","7",23,"control",2099,20,380,400,1
"4560","7",24,"control",2070,360,160,520,0
"4561","7",25,"control",2145,380,60,440,0
"4562","7",26,"control",1701,300,240,540,1
"4563","7",27,"control",1937,300,240,540,0
"4564","7",28,"control",1917,180,340,520,1
"4565","7",29,"control",2123,360,120,480,0
"4566","7",30,"control",2497,280,280,560,1
"4567","7",31,"control",1666,40,380,420,1
"4568","7",32,"control",2630,340,180,520,0
"4571","7",35,"control",1690,100,380,480,1
"4573","7",37,"multi-motive",2402,300,240,540,0
"4574","7",38,"multi-motive",2224,180,340,520,1
"4575","7",39,"multi-motive",2153,380,20,400,0
"4576","7",40,"multi-motive",1641,300,240,540,1
"4577","7",41,"multi-motive",1983,380,20,400,0
"4578","7",42,"multi-motive",3293,380,100,480,1
"4579","7",43,"multi-motive",1956,40,380,420,1
"4580","7",44,"multi-motive",1907,100,380,480,1
"4581","7",45,"multi-motive",3167,220,320,540,0
"4582","7",46,"control",2700,180,340,520,1
"4583","7",47,"control",1564,380,40,420,0
"4584","7",48,"control",1503,60,380,440,1
"4585","7",49,"control",1541,380,100,480,1
"4586","7",50,"control",2114,360,120,480,0
"4587","7",51,"control",1901,240,300,540,1
"4588","7",52,"control",1694,220,320,540,1
"4589","7",53,"control",2463,100,380,480,1
"4590","7",54,"control",1578,120,360,480,1
"4591","7",55,"control",1270,40,380,420,1
"4592","7",56,"control",2176,220,320,540,0
"4593","7",57,"control",1862,240,300,540,1
"4594","7",58,"multi-motive",2483,380,60,440,0
"4595","7",59,"multi-motive",1981,20,380,400,1
"4596","7",60,"multi-motive",2656,380,100,480,0
"4598","7",62,"multi-motive",1715,340,180,520,0
"4599","7",63,"multi-motive",1596,160,360,520,1
"4600","7",64,"multi-motive",2055,180,340,520,1
"4601","7",65,"multi-motive",1577,60,380,440,1
"4602","7",66,"multi-motive",1668,60,380,440,1
"4603","7",67,"control",1701,120,360,480,1
"4604","7",68,"control",2142,20,380,400,1
"4605","7",69,"control",2055,340,180,520,0
"4606","7",70,"control",2025,320,220,540,1
"4607","7",71,"control",2454,360,160,520,0
"4608","7",72,"control",1522,160,360,520,1
"4609","7",73,"multi-motive",1912,360,160,520,0
"4610","7",74,"multi-motive",2334,340,180,520,0
"4611","7",75,"multi-motive",1975,40,380,420,1
"4612","7",76,"multi-motive",1530,120,360,480,1
"4613","7",77,"multi-motive",1438,240,300,540,1
"4614","7",78,"multi-motive",1806,320,220,540,0
"4616","7",80,"multi-motive",1748,160,360,520,1
"4617","7",81,"multi-motive",1483,220,320,540,1
"4618","7",82,"multi-motive",2447,320,220,540,1
"4620","7",84,"multi-motive",1900,380,60,440,0
